chr19:15778978-15778978	chr19:15917978-15917978
chr12:47453681-47453681	chr12:49167414-49167414
chr14:23728628-23728628	chr14:24658788-24658788
chr2:219215215-219215215	chr2:219506971-219506971
chr22:25222055-25222055	chr22:26892055-26892055
chr5:172683024-172683024	chr5:172750418-172750418
chr17:68872999-68872999	chr17:71361404-71361404
chr10:17967411-17967411	chr10:17927405-17927405
chr7:22951901-22951901	chr7:22985376-22985376
chr12:113596948-113596948	chr12:115112565-115112565
chr6:137061377-137061377	chr6:137019684-137019684
chr1:144209484-144209484	chr1:145498127-145498127
chr11:55207650-55207650	chr11:55451074-55451074
chr3:166208452-166208452	chr3:164725758-164725758
chr7:106664176-106664176	chr7:106876940-106876940
chr2:96153700-96153700	chr2:96789973-96789973
chr8:145554652-145554652	chr8:145583844-145583844
chr18:43648714-43648714	chr18:45394716-45394716
chr16:28416951-28416951	chr16:28509450-28509450
chr1:157602801-157602801	chr1:159336177-159336177
chr8:36887681-36887681	chr8:36768523-36768523
chr20:23615727-23615727	chr20:23667727-23667727
chr4:154411080-154411080	chr4:154191630-154191630
chr10:103978721-103978721	chr10:103988731-103988731
chr2:15385823-15385823	chr2:15468372-15468372
chr7:127753140-127753140	chr7:127965904-127965904
chr1:171277378-171277378	chr1:173010755-173010755
chr17:73958016-73958016	chr17:76446421-76446421
chr6:160749877-160749877	chr6:160829887-160829887
chr1:34999537-34999537	chr1:35226950-35226950
chr7:127023143-127023143	chr7:127235907-127235907
chr5:140148379-140148379	chr5:140168195-140168195
chr10:69899854-69899854	chr10:70229848-70229848
chr20:60172026-60172026	chr20:60738631-60738631
chr1:226526311-226526312	chr1:228459688-228459689
chr7:136350162-136350162	chr7:136699622-136699622
chr2:224574849-224574849	chr2:224866605-224866605
chr17:19421378-19421378	chr17:19480786-19480786
chr2:208186191-208186191	chr2:208477946-208477946
chr18:71128911-71128911	chr18:72999923-72999923
chr21:13391612-13391612	chr21:14469741-14469741
chr16:4104388-4104388	chr16:4164387-4164387
chr11:56949675-56949675	chr11:57193099-57193099
chr8:1869417-1869417	chr8:1882010-1882010
chr2:162599995-162599995	chr2:162891749-162891749
chr3:128820645-128820645	chr3:127337955-127337955
chrX:47193508-47193508	chrX:47308564-47308564
chr4:54039608-54039608	chr4:54344851-54344851
chr4:169669492-169669492	chr4:169432917-169432917
chr12:8102930-8102930	chr12:8211663-8211663
chr21:44576301-44576301	chr21:45751873-45751873
chr15:93201127-93201127	chr15:95400123-95400123
chr4:63366409-63366413	chr4:63683814-63683818
chr7:26746040-26746040	chr7:26779515-26779515
chrMT:764-764	NA
chr22:21806296-21806296	chr22:23476296-23476296
chr5:179962859-179962859	chr5:180030253-180030253
chr4:79637127-79637128	chr4:79418103-79418104
chr9:101020155-101020155	chr9:101980334-101980334
chr1:16133384-16133384	chr1:16260797-16260797
chr3:171127551-171127551	chr3:169644857-169644857
chr10:91487458-91487458	chr10:91497478-91497478
chr19:54211284-54211284	chr19:49519472-49519472
chr12:6516803-6516803	chr12:6646542-6646542
chr3:151882721-151882721	chr3:150400031-150400031
chr20:47689679-47689679	chr20:48256272-48256272
chr17:7517580-7517580	chr17:7576855-7576855
chr5:52413255-52413255	chr5:52377498-52377498
chr9:68171694-68171694	chr9:68781874-68781874
chr6:80830695-80830695	chr6:80773976-80773976
chr11:64655577-64655577	chr11:64899001-64899001
chr6:82516885-82516885	chr6:82460166-82460166
chrX:13545776-13545776	chrX:13635855-13635855
chr4:126631810-126631810	chr4:126412360-126412360
chr10:17316774-17316774	chr10:17276768-17276768
chr4:152315427-152315427	chr4:152095977-152095977
chr19:17531132-17531132	chr19:17670132-17670132
chr11:62508466-62508466	chr11:62751890-62751890
chr4:66825172-66825172	chr4:67142577-67142577
chr14:104528896-104528896	chr14:105457851-105457851
chr2:89681530-89681530	chr2:90044225-90044225
chr1:41821456-41821456	chr1:42048869-42048869
chr9:100818212-100818212	chr9:101778391-101778391
chr2:218708004-218708004	chr2:218999759-218999759
chr8:57029099-57029099	chr8:56866545-56866545
chr12:51840304-51840304	chr12:53554037-53554037
chr1:229468478-229468478	chr1:231401855-231401855
chr8:119461117-119461117	chr8:119391936-119391936
chr12:84201590-84201590	chr12:85677459-85677459
chr8:144403669-144403669	chr8:144332294-144332294
chr2:61950099-61950099	chr2:62096595-62096595
chrX:127012764-127012764	chrX:127185083-127185083
chr1:247085658-247085658	chr1:249119035-249119035
chr19:45865733-45865738	chr19:41173893-41173898
chr10:45584943-45584943	chr10:46264937-46264937
chr3:180617019-180617019	chr3:179134325-179134325
chr2:71446184-71446184	chr2:71592676-71592676
chr16:75786357-75786357	chr16:77228856-77228856
chrX:114311135-114311135	chrX:114404879-114404879
chr19:18403826-18403826	chr19:18542826-18542826
chr6:32071506-32071506	chr6:31963527-31963527
chr11:57441793-57441793	chr11:57685217-57685217
chrX:14846755-14846758	chrX:14936834-14936837
chrX:96090687-96090687	chrX:96204031-96204031
chr3:15753604-15753604	chr3:15778600-15778600
chr19:54601979-54601979	chr19:49910167-49910167
chr6:169365388-169365388	chr6:169623463-169623463
chr2:177792233-177792233	chr2:178083987-178083987
chr17:40204530-40204530	chr17:42849004-42849004
chr1:220783727-220783727	chr1:222717104-222717104
chr12:12203208-12203208	chr12:12311941-12311941
chr4:70381036-70381036	chr4:70346447-70346447
chr1:165362345-165362345	chr1:167095721-167095721
chr18:40897137-40897137	chr18:42643139-42643139
chrX:113871987-113871987	chrX:113965731-113965731
chr3:75800777-75800777	chr3:75718087-75718087
chr9:104807777-104807777	chr9:105767956-105767956
chr18:13909663-13909663	chr18:13919663-13919663
chr6:52654651-52654651	chr6:52546692-52546692
chr3:112851326-112851326	chr3:111368636-111368636
chr17:71789717-71789717	chr17:74278122-74278122
chr11:107518511-107518511	chr11:108013301-108013301
chr15:18346556-18346556	chr15:20086542-20086542
chr19:40745314-40745314	chr19:36053474-36053474
chr11:55412165-55412165	chr11:55655589-55655589
chrX:118428191-118428191	chrX:118544163-118544163
chr1:91177487-91177487	chr1:91404899-91404899
chr7:150568500-150568500	chr7:150937567-150937567
chr17:38499653-38499653	chr17:41246127-41246127
chr1:239971501-239971501	chr1:241904878-241904878
chr17:17640852-17640859	chr17:17700127-17700134
chr2:152132050-152132050	chr2:152423804-152423804
chr17:25560368-25560368	chr17:28536242-28536242
chrMT:15644-15661	NA
chr4:47600022-47600022	chr4:47905265-47905265
chr20:29883522-29883522	chr20:30419861-30419861
chr16:31216590-31216590	chr16:31309089-31309089
chr7:84509518-84509518	chr7:84671582-84671582
chr6:38669972-38669972	chr6:38561994-38561994
chr6:44363344-44363344	chr6:44255366-44255366
chr17:7518264-7518264	chr17:7577539-7577539
chrX:138526168-138526168	chrX:138698502-138698502
chr3:42704689-42704689	chr3:42729685-42729685
chrMT:9101-9101	NA
chr19:10796805-10796805	chr19:10935805-10935805
chr6:46765382-46765382	chr6:46657423-46657423
chr12:20660547-20660547	chr12:20769280-20769280
chr1:242707854-242707854	chr1:244641231-244641231
chr16:60612573-60612573	chr16:62055072-62055072
chr17:53588437-53588437	chr17:56233438-56233438
chr14:105523811-105523811	chr14:106452766-106452766
chr10:106665583-106665583	chr10:106675593-106675593
chr3:39200427-39200427	chr3:39225423-39225423
chr12:21534416-21534416	chr12:21643149-21643149
chr5:140699103-140699103	chr5:140718919-140718919
chr7:110550761-110550761	chr7:110763525-110763525
chr1:39648960-39648960	chr1:39876373-39876373
chr22:37213903-37213903	chr22:38883957-38883957
chr1:204733252-204733252	chr1:206666629-206666629
chr14:75975522-75975522	chr14:76905769-76905769
chr11:33521992-33521992	chr11:33565416-33565416
chr7:66004800-66004800	chr7:66367365-66367365
chr20:33751081-33751081	chr20:34287667-34287667
chr16:10534269-10534269	chr16:10626768-10626768
chr12:34209765-34209765	chr12:34318498-34318498
chr6:135329196-135329196	chr6:135287503-135287503
chr11:120933301-120933301	chr11:121428091-121428091
chr19:4461723-4461723	chr19:4510723-4510723
chrX:152828562-152828562	chrX:153175368-153175368
chr3:167030703-167030703	chr3:165548009-165548009
chr4:114472635-114472635	chr4:114253186-114253186
chr19:41854-41854	chr19:90854-90854
chr10:113907005-113907005	chr10:113917015-113917015
chr14:78816484-78816484	chr14:79746731-79746731
chr5:140210178-140210178	chr5:140229994-140229994
chr12:69272520-69272520	chr12:70986253-70986253
chr20:9471271-9471271	chr20:9523271-9523271
chr19:62016979-62016979	chr19:57325167-57325167
chr20:21272813-21272813	chr20:21324813-21324813
chr15:38551395-38551395	chr15:40764103-40764103
chr1:180812075-180812075	chr1:182545452-182545452
chr19:12847952-12847952	chr19:12986952-12986952
chr16:73816121-73816121	chr16:75258620-75258620
chr6:44226007-44226007	chr6:44118029-44118029
chr16:88147752-88147752	chr16:89620251-89620251
chr6:135260776-135260776	chr6:135219083-135219083
chr1:116923936-116923936	chr1:117122413-117122413
chr12:51471745-51471745	chr12:53185478-53185478
chr2:189574561-189574561	chr2:189866316-189866316
chr2:202876370-202876370	chr2:203168125-203168125
chr4:8656648-8656648	chr4:8605748-8605748
chr12:5973477-5973477	chr12:6103216-6103216
chr3:27136290-27136290	chr3:27161286-27161286
chr2:120356570-120356570	chr2:120640100-120640100
chr1:109596609-109596609	chr1:109795086-109795086
chr20:32320622-32320622	chr20:32856961-32856961
chr2:215573970-215573970	chr2:215865725-215865725
chr21:40641534-40641534	chr21:41719664-41719664
chr11:65026758-65026758	chr11:65270182-65270182
chr15:73826757-73826757	chr15:76039702-76039702
chr3:126010597-126010597	chr3:124527907-124527907
chr7:92601431-92601431	chr7:92763495-92763495
chr7:53071742-53071742	chr7:53104248-53104248
chr6:40468113-40468113	chr6:40360135-40360135
chr10:50201009-50201009	chr10:50531003-50531003
chr11:55870822-55870822	chr11:56114246-56114246
chr12:39015100-39015100	chr12:40728833-40728833
chr3:69254116-69254116	chr3:69171426-69171426
chr1:195276458-195276458	chr1:197009835-197009835
chr11:54816310-54816310	chr11:55059734-55059734
chr6:10016813-10016813	chr6:9908827-9908827
chr6:71068427-71068427	chr6:71011706-71011706
chr11:57739755-57739755	chr11:57983179-57983179
chr20:56676461-56676461	chr20:57243055-57243055
chr20:57204379-57204379	chr20:57770984-57770984
chr1:52324974-52324974	chr1:52552386-52552386
chr3:115150403-115150403	chr3:113667713-113667713
chr15:64608244-64608244	chr15:66821190-66821190
chrX:53594852-53594852	chrX:53578127-53578127
chr10:97906751-97906751	chr10:97916761-97916761
chr9:19040426-19040426	chr9:19050426-19050426
chr5:175957602-175957602	chr5:176024996-176024996
chr19:60193272-60193272	chr19:55501460-55501460
chr15:18905844-18905844	chr15:20645830-20645830
chr11:8076972-8076972	chr11:8120396-8120396
chr12:66881976-66881976	chr12:68595709-68595709
chr12:119368865-119368865	chr12:120884482-120884482
chr22:25354284-25354284	chr22:27024284-27024284
chrX:51681678-51681678	chrX:51664938-51664938
chrMT:12811-12811	NA
chr16:29910340-29910340	chr16:30002839-30002839
chr16:32349593-32349593	chr16:32442092-32442092
chr2:228477942-228477942	chr2:228769698-228769698
chrX:67976292-67976292	chrX:68059567-68059567
chr11:5835016-5835016	chr11:5878440-5878440
chrX:111909049-111909049	chrX:112022393-112022393
chr3:99334907-99334907	chr3:97852217-97852217
chr3:58037908-58037908	chr3:58062868-58062868
chr17:30290419-30290419	chr17:33266306-33266306
chr11:69297269-69297269	chr11:69588088-69588088
chrX:7828839-7828839	chrX:7868839-7868839
chr11:62122408-62122408	chr11:62365832-62365832
chr19:48262574-48262574	chr19:43570734-43570734
chr18:61698724-61698724	chr18:63547744-63547744
chr10:95370435-95370435	chr10:95380445-95380445
chr10:96997025-96997025	chr10:97007035-97007035
chr1:20843727-20843727	chr1:20971140-20971140
chr22:44183306-44183306	chr22:45804642-45804642
chr1:173329960-173329960	chr1:175063337-175063337
chr19:14836330-14836330	chr19:14975330-14975330
chr9:71848950-71848950	chr9:72659130-72659130
chr22:49024642-49024642	chr22:50682515-50682515
chr13:97881508-97881508	chr13:99083507-99083507
chr7:99920915-99920915	chr7:100082979-100082979
chr2:85471398-85471398	chr2:85617887-85617887
chr5:169242985-169242985	chr5:169310407-169310407
chr14:104489872-104489872	chr14:105418827-105418827
chr17:36807153-36807153	chr17:39553627-39553627
chr7:65608387-65608398	chr7:65970952-65970963
chr1:119229323-119229323	chr1:119427800-119427800
chrX:51167871-51167871	chrX:51151131-51151131
chr8:33366528-33366528	chr8:33246986-33246986
chr11:73686959-73686959	chr11:74009311-74009311
chr9:132901495-132901495	chr9:133911674-133911674
chr9:21229728-21229728	chr9:21239728-21239728
chr5:151764813-151764813	chr5:151784620-151784620
chr22:31205251-31205251	chr22:32875251-32875251
chr1:111626800-111626800	chr1:111825277-111825277
chr17:37030804-37030804	chr17:39777278-39777278
chr11:60645729-60645729	chr11:60889153-60889153
chr2:27229169-27229169	chr2:27375665-27375665
chr7:99407505-99407505	chr7:99569569-99569569
chr1:145846940-145846940	chr1:147380316-147380316
chr5:156848026-156848026	chr5:156915448-156915448
chr1:167654879-167654879	chr1:169388255-169388255
chr7:35640560-35640560	chr7:35674035-35674035
chr9:133126260-133126260	chr9:134136439-134136439
chr16:69981254-69981277	chr16:71423753-71423776
chr20:3159161-3159161	chr20:3211161-3211161
chr12:121267052-121267052	chr12:122701099-122701099
chr2:148976513-148976513	chr2:149260043-149260043
chr11:92526935-92526935	chr11:92887287-92887287
chr3:185522320-185522320	chr3:184039626-184039626
chr19:21946698-21946698	chr19:22154858-22154858
chrX:102771814-102771814	chrX:102885158-102885158
chr3:13382548-13382548	chr3:13407548-13407548
chr1:153190613-153190613	chr1:154923989-154923989
chr17:17663093-17663093	chr17:17722368-17722368
chr9:132992896-132992896	chr9:134003075-134003075
chr2:211149460-211149460	chr2:211441215-211441215
chr5:140569528-140569528	chr5:140589344-140589344
chr12:9976190-9976190	chr12:10084923-10084923
chr1:184230683-184230683	chr1:185964060-185964060
chr4:147078987-147078987	chr4:146859537-146859537
chr6:168692688-168692688	chr6:168949839-168949839
chrMT:3746-3746	NA
chr15:59988609-59988609	chr15:62201317-62201317
chr5:55095640-55095640	chr5:55059883-55059883
chr3:117044059-117044059	chr3:115561369-115561369
chr7:100249509-100249509	chr7:100411573-100411573
chrX:130236324-130236324	chrX:130408643-130408643
chr4:10151257-10151257	chr4:10542159-10542159
chr2:26388228-26388228	chr2:26534724-26534724
chr2:234534428-234534428	chr2:234869689-234869689
chr7:91584386-91584386	chr7:91746450-91746450
chr3:150575958-150575958	chr3:149093268-149093268
chr15:78554438-78554438	chr15:80767383-80767383
chr1:36252146-36252146	chr1:36479559-36479559
chr19:10426567-10426567	chr19:10565567-10565567
chr12:112088046-112088046	chr12:113603663-113603663
chr6:117344116-117344116	chr6:117237423-117237423
chr20:3075432-3075432	chr20:3127432-3127432
chr2:234033146-234033146	chr2:234368407-234368407
chr2:47915477-47915477	chr2:48061973-48061973
chr1:242935647-242935647	chr1:244869024-244869024
chr7:74202816-74202816	chr7:74564880-74564880
chr6:147165550-147165550	chr6:147123857-147123857
chr20:13778203-13778203	chr20:13830203-13830203
chr8:73127396-73127396	chr8:72964842-72964842
chr2:179183319-179183319	chr2:179475074-179475074
chr14:88009880-88009880	chr14:88940127-88940127
chr6:43010282-43010282	chr6:42902304-42902304
chr10:108479812-108479812	chr10:108489822-108489822
chr2:98622746-98622746	chr2:99256314-99256314
chr15:40315822-40315822	chr15:42528530-42528530
chr22:29336918-29336918	chr22:31006918-31006918
chr9:83795632-83795632	chr9:84605812-84605812
chr11:6106760-6106760	chr11:6150184-6150184
chr6:53626936-53626936	chr6:53518977-53518977
chrX:54225731-54225731	chrX:54209006-54209006
chr2:207535455-207535455	chr2:207827210-207827210
chr16:69579802-69579802	chr16:71022301-71022301
chr4:114472581-114472581	chr4:114253132-114253132
chr6:110726938-110726938	chr6:110620245-110620245
chr6:170712977-170712977	chr6:170871052-170871052
chr1:149796941-149796941	chr1:151530317-151530317
chr17:53936489-53936489	chr17:56581490-56581490
chr1:44650973-44650973	chr1:44878386-44878386
chr1:18681237-18681237	chr1:18808650-18808650
chr1:35744799-35744799	chr1:35972212-35972212
chr9:74625728-74625728	chr9:75435908-75435908
chr2:179144309-179144309	chr2:179436063-179436063
chrMT:11788-11788	NA
chr4:26471880-26471880	chr4:26862782-26862782
chr19:62397165-62397165	chr19:57705353-57705353
chr2:20069531-20069531	chr2:20206050-20206050
chr1:6511687-6511687	chr1:6589100-6589100
chr2:167807647-167807647	chr2:168099401-168099401
chr2:187919235-187919235	chr2:188210990-188210990
chr9:276554-276554	chr9:286554-286554
chr10:28418752-28418752	chr10:28378746-28378746
chr16:30640154-30640154	chr16:30732653-30732653
chr12:117074514-117074514	chr12:118590131-118590131
chr10:405516-405516	chr10:415516-415516
chr1:53319117-53319131	chr1:53546529-53546543
chr11:71966189-71966189	chr11:72288541-72288541
chr7:16704334-16704334	chr7:16737809-16737809
chrX:44588842-44588842	chrX:44703898-44703898
chr9:71030774-71030774	chr9:71840954-71840954
chr8:143567741-143567741	chr8:143570739-143570739
chr17:57416496-57416496	chr17:60061714-60061714
chr10:104562389-104562389	chr10:104572399-104572399
chr18:55115032-55115032	chr18:56964052-56964052
chr20:61013010-61013010	chr20:61542565-61542565
chr7:22131751-22131751	chr7:22165226-22165226
chr1:181806573-181806573	chr1:183539950-183539950
chr16:29302249-29302249	chr16:29394748-29394748
chr21:36525012-36525012	chr21:37603142-37603142
chr15:21483236-21483236	chr15:23932143-23932143
chr10:95362902-95362902	chr10:95372912-95372912
chr6:25790167-25790167	chr6:25682188-25682188
chr12:113278092-113278092	chr12:114793709-114793709
chr11:8926572-8926572	chr11:8969996-8969996
chr10:62304795-62304795	chr10:62634789-62634789
chr11:56165572-56165572	chr11:56408996-56408996
chr12:51410697-51410697	chr12:53124430-53124430
chr1:19472973-19472973	chr1:19600386-19600386
chrX:22201235-22201235	chrX:22291314-22291314
chr17:10482285-10482285	chr17:10541560-10541560
chr11:2639801-2639801	chr11:2683225-2683225
chr1:233680214-233680214	chr1:235613591-235613591
chr11:58676660-58676660	chr11:58920084-58920084
chrX:129650556-129650556	chrX:129822875-129822875
chr1:154770217-154770217	chr1:156503593-156503593
chrX:91255420-91255420	chrX:91368764-91368764
chr17:45619223-45619223	chr17:48264224-48264224
chr11:4885450-4885450	chr11:4928874-4928874
chr17:4457521-4457521	chr17:4510772-4510772
chr1:26240846-26240846	chr1:26368259-26368259
chr13:76523230-76523230	chr13:77625229-77625229
chr6:133114280-133114280	chr6:133072587-133072587
chr6:26231755-26231755	chr6:26123776-26123776
chr12:10423337-10423337	chr12:10532070-10532070
chr1:213868952-213868952	chr1:215802329-215802329
chr2:179410309-179410309	chr2:179702064-179702064
chr2:234031727-234031727	chr2:234366988-234366988
chr14:56152432-56152432	chr14:57082679-57082679
chr1:60278400-60278411	chr1:60505812-60505823
chr3:49352440-49352440	chr3:49377436-49377436
chr22:49312943-49312943	chr22:50966077-50966077
chr3:113085990-113085990	chr3:111603300-111603300
chr1:183031534-183031534	chr1:184764911-184764911
chr16:86479243-86479243	chr16:87921742-87921742
chr1:224381518-224381518	chr1:226314895-226314895
chrMT:8010-8010	NA
chr1:76137891-76137891	chr1:76365303-76365303
chr3:52746650-52746650	chr3:52771610-52771610
chr6:152713097-152713097	chr6:152671404-152671404
chr21:32940702-32940702	chr21:34018831-34018831
chr1:16775443-16775443	chr1:16902856-16902856
chr18:42813658-42813658	chr18:44559660-44559660
chr5:140532628-140532628	chr5:140552444-140552444
chr19:54732207-54732207	chr19:50040395-50040395
chr11:18442104-18442104	chr11:18485528-18485528
chr10:135341031-135341031	chr10:135491041-135491041
chr12:104067621-104067622	chr12:105543491-105543492
chr19:49626026-49626026	chr19:44934186-44934186
chr10:51153202-51153202	chr10:51483196-51483196
chr7:148526375-148526375	chr7:148895442-148895442
chr6:24704145-24704145	chr6:24596166-24596166
chr15:99423603-99423603	chr15:101606080-101606080
chr6:110013023-110013025	chr6:109906330-109906332
chr12:56156453-56156453	chr12:57870186-57870186
chr8:88954833-88954833	chr8:88885717-88885717
chr19:8702727-8702727	chr19:8841727-8841727
chr8:27954512-27954512	chr8:27898593-27898593
chr1:202390792-202390792	chr1:204124169-204124169
chrX:48202876-48202876	chrX:48317932-48317932
chrMT:10972-10972	NA
chr15:18917737-18917737	chr15:20657723-20657723
chr7:158026926-158026926	chr7:158334165-158334165
chr8:121892753-121892753	chr8:121823572-121823572
chr6:10983126-10983126	chr6:10875140-10875140
chr7:99591401-99591401	chr7:99753465-99753465
chr21:44372568-44372568	chr21:45548140-45548140
chr9:8518585-8518585	chr9:8528585-8528585
chrMT:10072-10072	NA
chr9:112677673-112677673	chr9:113637852-113637852
chr17:7518993-7518993	chr17:7578268-7578268
chr11:65026231-65026231	chr11:65269655-65269655
chr3:156681560-156681560	chr3:155198866-155198866
chr12:7875488-7875488	chr12:7984221-7984221
chr1:200044452-200044452	chr1:201777829-201777829
chr11:31487972-31487972	chr11:31531396-31531396
chr2:84654189-84654189	chr2:84800678-84800678
chr10:38384209-38384209	chr10:38344203-38344203
chr5:129100707-129100707	chr5:129072808-129072808
chr8:2037942-2037942	chr8:2050535-2050535
chr13:46167109-46167109	chr13:47269108-47269108
chr16:69616823-69616823	chr16:71059322-71059322
chr3:46597705-46597705	chr3:46622701-46622701
chr9:123119230-123119230	chr9:124079409-124079409
chr20:39514889-39514889	chr20:40081475-40081475
chr3:9569307-9569307	chr3:9594307-9594307
chr11:55127996-55127996	chr11:55371420-55371420
chr1:3539924-3539924	chr1:3550064-3550064
chr10:99427672-99427672	chr10:99437682-99437682
chr6:84327371-84327371	chr6:84270652-84270652
chr3:101896299-101896299	chr3:100413609-100413609
chr19:53808273-53808273	chr19:49116461-49116461
chrMT:8994-8994	NA
chr2:113656750-113656750	chr2:113940279-113940279
chr15:31714100-31714111	chr15:33926808-33926819
chr10:127495040-127495040	chr10:127505050-127505050
chr9:35596004-35596004	chr9:35606004-35606004
chr17:7519203-7519203	chr17:7578478-7578478
chr5:79065999-79065999	chr5:79030243-79030243
chr4:79618139-79618139	chr4:79399115-79399115
chr6:84676521-84676521	chr6:84619802-84619802
chr7:138619542-138619542	chr7:138969002-138969002
chr2:89624155-89624155	chr2:89986850-89986850
chr5:44340920-44340920	chr5:44305163-44305163
chr18:846618-846618	chr18:856618-856618
chr1:38256832-38256832	chr1:38484245-38484245
chr11:47157661-47157661	chr11:47201085-47201085
chr3:10392120-10392120	chr3:10417120-10417120
chr5:33718910-33718910	chr5:33683153-33683153
chr8:139233040-139233040	chr8:139163858-139163858
chr16:57268750-57268750	chr16:58711249-58711249
chr1:154002463-154002463	chr1:155735839-155735839
chr2:201432668-201432668	chr2:201724423-201724423
chr12:9372309-9372310	chr12:9481042-9481043
chr1:8957020-8957020	chr1:9034433-9034433
chrMT:11494-11494	NA
chr2:233750686-233750686	chr2:234085947-234085947
chr8:41910634-41910634	chr8:41791477-41791477
chr6:76025860-76025860	chr6:75969140-75969140
chr7:100642336-100642336	chr7:100855616-100855616
chr6:38970458-38970458	chr6:38862480-38862480
chr6:71294813-71294813	chr6:71238092-71238092
chr20:35216926-35216926	chr20:35783512-35783512
chr1:184554333-184554333	chr1:186287710-186287710
chr5:63292465-63292465	chr5:63256709-63256709
chr7:93885780-93885780	chr7:94047844-94047844
chrX:10045348-10045348	chrX:10085348-10085348
chr2:220139853-220139853	chr2:220431609-220431609
chr5:114580570-114580570	chr5:114552671-114552671
chr1:239821973-239821973	chr1:241755350-241755350
chr22:17546130-17546130	chr22:19166130-19166130
chr3:11042951-11042951	chr3:11067951-11067951
chr5:140539551-140539551	chr5:140559367-140559367
chr11:66830977-66830977	chr11:67074401-67074401
chr1:144242341-144242341	chr1:145530984-145530984
chr19:51889111-51889111	chr19:47197271-47197271
chr16:56328685-56328685	chr16:57771184-57771184
chr4:146766189-146766189	chr4:146546739-146546739
chr6:31712040-31712040	chr6:31604061-31604061
chr16:20710897-20710897	chr16:20803396-20803396
chr14:101891947-101891947	chr14:102822194-102822194
chr16:75912520-75912520	chr16:77355019-77355019
chr11:125578560-125578560	chr11:126073350-126073350
chr12:94431797-94431797	chr12:95907666-95907666
chr6:155195213-155195213	chr6:155153521-155153521
chr6:50919057-50919057	chr6:50811098-50811098
chr2:165880285-165880285	chr2:166172039-166172039
chr8:145918478-145918478	chr8:145947669-145947669
chr3:64060146-64060146	chr3:64085106-64085106
chr1:25952561-25952561	chr1:26079974-26079974
chr5:176597881-176597881	chr5:176665275-176665275
chr7:26191218-26191218	chr7:26224693-26224693
chr7:156210910-156210910	chr7:156518149-156518149
chr6:29749459-29749459	chr6:29641480-29641480
chr21:17888452-17888452	chr21:18966581-18966581
chr10:54197926-54197926	chr10:54527920-54527920
chr5:95093420-95093420	chr5:95067664-95067664
chr12:44083576-44083576	chr12:45797309-45797309
chr15:46201474-46201474	chr15:48414182-48414182
chr5:176229984-176229984	chr5:176297378-176297378
chr15:19031800-19031800	chr15:20771786-20771786
chr8:105463319-105463319	chr8:105394143-105394143
chr14:34025060-34025060	chr14:34955309-34955309
chr18:38209-38209	chr18:48209-48209
chr8:77928149-77928149	chr8:77765594-77765594
chr7:120160211-120160211	chr7:120372975-120372975
chr16:57146656-57146656	chr16:58589155-58589155
chr1:205199661-205199661	chr1:207133038-207133038
chr10:100179390-100179390	chr10:100189400-100189400
chr6:33396635-33396635	chr6:33288657-33288657
chr14:63514424-63514424	chr14:64444671-64444671
chr1:16903192-16903192	chr1:17030605-17030605
chr19:59004694-59004694	chr19:54312882-54312882
chr14:62553350-62553350	chr14:63483597-63483597
chr1:109830675-109830675	chr1:110029152-110029152
chr16:74212092-74212092	chr16:75654591-75654591
chr15:82330703-82330703	chr15:84539699-84539699
chr21:31539812-31539812	chr21:32617941-32617941
chr12:130894562-130894562	chr12:132328609-132328609
chr6:152307246-152307246	chr6:152265553-152265553
chr20:62101427-62101427	chr20:62630983-62630983
chr2:206749327-206749327	chr2:207041082-207041082
chr9:32623772-32623772	chr9:32633772-32633772
chr10:18997589-18997589	chr10:18957583-18957583
chr9:4691670-4691670	chr9:4701670-4701670
chr1:50089665-50089665	chr1:50317078-50317078
chr7:63929878-63929878	chr7:64292443-64292443
chr1:110567907-110567907	chr1:110766384-110766384
chr1:87330916-87330916	chr1:87558328-87558328
chr20:2412454-2412454	chr20:2464454-2464454
chr4:84190155-84190155	chr4:83971131-83971131
chr6:35196756-35196756	chr6:35088778-35088778
chr2:97113676-97113676	chr2:97749949-97749949
chr7:151774408-151774408	chr7:152143475-152143475
chr5:178351885-178351886	chr5:178419279-178419280
chr19:61411347-61411347	chr19:56719535-56719535
chr17:7517854-7517854	chr17:7577129-7577129
chr11:116807554-116807554	chr11:117302344-117302344
chr19:19651530-19651530	chr19:19790530-19790530
chr5:136348749-136348749	chr5:136320850-136320850
chr7:92138735-92138735	chr7:92300799-92300799
chr18:42814007-42814007	chr18:44560009-44560009
chr12:42452384-42452384	chr12:44166117-44166117
chr12:111105454-111105454	chr12:112621071-112621071
chr6:86053509-86053509	chr6:85996790-85996790
chr8:134216148-134216148	chr8:134146966-134146966
chr11:89031513-89031513	chr11:89391865-89391865
chr17:77465504-77465504	chr17:79872212-79872212
chr1:190601732-190601732	chr1:192335109-192335109
chr1:149669770-149669770	chr1:151403146-151403146
chr5:140774849-140774849	chr5:140794665-140794665
chr1:154198545-154198545	chr1:155931921-155931921
chr11:12742377-12742377	chr11:12785801-12785801
chr1:91881824-91881824	chr1:92109236-92109236
chr19:57261537-57261537	chr19:52569725-52569725
chr19:54209593-54209593	chr19:49517781-49517781
chr12:73973335-73973335	chr12:75687068-75687068
chr1:235726606-235726606	chr1:237659983-237659983
chr1:19877693-19877693	chr1:20005106-20005106
chr1:144278128-144278128	chr1:145566771-145566771
